email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
0683,1,25,"Books, Podcasts",Male,25-34,54,0,FALSE,FALSE,"[""Fantasy"",""Urban Fantasy"",""Young Adult"",""Coming of Age"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Historical Fiction"",""Science Fiction"",""Time Travel"",""Dystopian Fiction"",""Horror"",""LGBTQ+"",""Memoirs""]","[""Comedy"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Horror"",""Science Fiction"",""Time Travel"",""Zombie"",""Dystopian"",""Alien"",""Action & Adventure"",""Action"",""Adventure"",""Documentary"",""Docuseries"",""Reality"",""Reality Dating"",""Home Improvement"",""LGBTQ+""]","[""Comedy"",""Crime"",""True Crime"",""Unsolved Crime"",""TV & Movies"",""Interviews"",""History"",""Fiction"",""News""]",2022-02-11T07:07:59,app_user
0684,7,25,"TV/Movies, Books",Female,65 or older,347,0,TRUE,TRUE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Classics"",""Horror"",""True Crime""]","[""Crime"",""Drama"",""British Dramas"",""Period Dramas"",""Tearjerkers"",""Family Dramas"",""Dark Crime"",""True Crime"",""Horror"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Shocking Twists"",""Suspense"",""Supernatural"",""Documentary"",""Docuseries"",""Whodunit"",""Biopic"",""Political"",""Slasher""]",undefined,undefined,app_user
0685,7,25,Books,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0686,10,25,TV/Movies,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Crime"",""Drama"",""Thriller"",""Horror"",""Family Friendly"",""Reality"",""Whodunit"",""Documentary"",""Action & Adventure"",""Music"",""War"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Dark Crime"",""True Crime"",""Heists"",""Vigilante"",""Tearjerkers"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Supernatural"",""Docuseries"",""Action"",""Family Dramas"",""Adventure"",""Competition"",""Home Improvement"",""Food""]",undefined,undefined,app_user
0687,7,25,Books,Female,55-64,undefined,undefined,FALSE,FALSE,"[""Historical Fiction"",""Cooking"",""Horror""]",undefined,undefined,undefined,app_user
0688,8,25,"TV/Movies, Books",Female,35-44,60,1,TRUE,TRUE,"[""Young Adult"",""Historical Fiction"",""Business"",""Classics"",""True Crime"",""Self Help"",""Tearjerkers"",""Motivation"",""Poetry"",""Entrepreneurship"",""Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Magic""]",undefined,undefined,2021-10-22T08:02:16,app_user
0689,5,25,"TV/Movies, Books, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Documentary"",""Crime"",""Drama"",""Spoofs and Mockumentaries"",""Workplace Comedy"",""Romantic Comedy"",""Docuseries"",""Courtroom Dramas"",""Family Dramas""]",undefined,undefined,app_user
0690,5,25,"TV/Movies, Books",Female,35-44,88,0,TRUE,FALSE,"[""Comedy"",""Young Adult"",""Historical Fiction"",""Classics"",""Whodunit"",""True Crime""]","[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Fantasy"",""Whodunit"",""Drama""]","[""True Crime"",""Comedy"",""Pop Culture"",""Music"",""History""]",2020-09-12T08:51:21,app_user
0691,10,25,"TV/Movies, Books",Female,45-54,15,0,FALSE,FALSE,"[""Historical Fiction"",""Classics"",""Horror"",""Self Help"",""Thriller"",""Fantasy"",""Memoirs"",""Reality""]","[""Comedy"",""Drama"",""Documentary"",""Horror"",""Thriller"",""Romance"",""Music"",""Reality""]","[""Relationship"",""History"",""Fiction"",""Interviews"",""Pop Culture"",""Celebrities"",""Health & Fitness""]",2021-09-05T17:15:11,app_user
0692,6,25,"TV/Movies, Books, Podcasts",Female,45-54,78,0,FALSE,FALSE,"[""Fantasy"",""Young Adult"",""Tearjerkers"",""Self Help"",""Cooking"",""Thriller"",""Science Fiction"",""True Crime"",""Memoirs""]","[""Thriller"",""Action & Adventure"",""Fantasy"",""Comedy"",""Science Fiction"",""Crime"",""Horror"",""Superheroes"",""Drama"",""Family Friendly"",""Romance"",""Reality"",""Documentary"",""War""]","[""Relationship"",""Love"",""Health & Fitness"",""Fitness"",""Self Help"",""Beauty"",""Health"",""Mental Health""]",undefined,app_user
0693,0,25,"TV/Movies, Books, Podcasts",Male,55-64,null,null,null,null,null,null,null,null,newsletter
0694,10,25,"TV/Movies, Books",Female,65 or older,3668,850,TRUE,TRUE,"[""Thriller"",""Psychological Thrillers"",""Shocking Twists""]","[""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Comedy""]","[""Comedy"",""Relationship"",""Celebrities"",""Fiction""]",undefined,app_user
0695,4,25,TV/Movies,Female,65 or older,11,1,FALSE,FALSE,"[""Romance"",""Comedy"",""Science Fiction"",""Humor"",""Romantic Comedies"",""Fantasy"",""Magic"",""Urban Fantasy""]","[""Comedy"",""Romantic Comedy"",""Drama"",""Romance"",""Period Dramas"",""Science Fiction"",""British Comedy"",""British Dramas"",""Fantasy"",""Magic"",""Alien"",""Reality"",""Reality Dating"",""Music"",""Workplace Comedy"",""Spoofs and Mockumentaries"",""Family Dramas"",""Courtroom Dramas"",""Outer Space""]",undefined,2024-07-20T14:10:22,app_user
0696,5,25,TV/Movies,Female,25-34,113,0,TRUE,TRUE,undefined,"[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""Courtroom Dramas"",""Teen"",""High School"",""Fantasy"",""Magic"",""Superheroes"",""Family Friendly"",""Disney"",""Science Fiction"",""Sitcoms"",""Time Travel"",""Outer Space"",""Epic Fantasy"",""Marvel"",""Dystopian"",""Reality"",""Reality Dating"",""Competition"",""Home Improvement"",""Food"",""Music""]",undefined,2021-09-08T19:37:39,app_user
0697,7,25,TV/Movies,Female,25-34,2138,4,FALSE,FALSE,"[""Fantasy"",""Self Help"",""Science Fiction""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Stoner Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Drama"",""British Dramas"",""Period Dramas"",""Fantasy"",""Magic"",""Science Fiction"",""Outer Space"",""Time Travel"",""Robots"",""Dystopian"",""Documentary""]",undefined,2021-09-15T23:53:29,app_user
0698,7,25,"TV/Movies, Books",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Thriller"",""Tearjerkers"",""Documentary"",""Western"",""Survival"",""Reality"",""LGBTQ+"",""Whodunit"",""Drama""]",undefined,undefined,app_user
0699,8,25,TV/Movies,Female,55-64,57,0,TRUE,FALSE,undefined,undefined,undefined,2020-06-29T09:24:16,app_user
0700,8,25,"TV/Movies, Books",Female,35-44,3,0,FALSE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Science Fiction"",""Historical Fiction"",""Memoirs"",""Cooking""]","[""Comedy"",""Romantic Comedy"",""Stoner Comedy"",""Dark Comedy"",""British Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Romance"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Anime"",""Science Fiction"",""Outer Space"",""Time Travel"",""Robots"",""Dystopian"",""Alien"",""Documentary"",""Docuseries"",""Biopic"",""Drama"",""British Dramas"",""Period Dramas""]",undefined,2021-06-13T08:49:50,app_user
0701,10,25,"TV/Movies, Books",Female,25-34,14,0,TRUE,FALSE,"[""Fantasy"",""Romance"",""Teen Romance"",""Young Adult"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Classics"",""Coming of Age"",""Magic"",""Urban Fantasy"",""Epic Fantasy"",""Dark Fantasy"",""High Fantasy"",""Romantic Comedies"",""Thriller"",""Mystery"",""Psychological Thrillers"",""Shocking Twists""]","[""Comedy"",""Fantasy"",""Anime"",""Romance"",""Teen Romance""]","[""Relationship"",""Music""]",undefined,app_user
0702,7,25,Books,Prefer not to say,18-24,null,null,null,null,null,null,null,null,newsletter
0703,8,25,"TV/Movies, Books, Podcasts",Female,35-44,5,0,FALSE,FALSE,"[""Thriller"",""Mystery"",""Horror"",""Paranormal"",""Whodunit"",""Psychological Thrillers""]","[""Comedy"",""Crime"",""Documentary"",""Horror"",""Reality"",""LGBTQ+"",""Thriller"",""Mystery"",""Supernatural""]","[""True Crime"",""Unsolved Crime"",""TV & Movies"",""Crime""]",undefined,app_user
0704,1,25,"TV/Movies, Books, Podcasts",Female,45-54,null,null,null,null,null,null,null,null,newsletter
0705,9,25,"TV/Movies, Podcasts",Female,25-34,172,0,TRUE,TRUE,"[""Cooking"",""Comedy"",""Fantasy"",""Young Adult"",""Classics""]","[""Comedy"",""Fantasy"",""Anime""]","[""Comedy"",""History"",""Fiction"",""Crime"",""Music""]",undefined,app_user
0706,5,25,TV/Movies,Female,65 or older,5,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0707,10,25,Books,Female,45-54,2738,505,TRUE,TRUE,"[""Romance"",""Comedy"",""Historical Fiction"",""Classics"",""Self Help"",""Business"",""Romantic Comedies"",""World War 2"",""Motivation"",""Entrepreneurship"",""Leadership"",""Young Adult"",""Coming of Age"",""Mental Health""]","[""Comedy"",""Romantic Comedy"",""Drama"",""Action & Adventure"",""Music"",""Adventure""]",undefined,undefined,app_user
0708,6,25,"TV/Movies, Books",Female,55-64,65,0,TRUE,TRUE,"[""Romance"",""Romantic Comedies"",""Young Adult"",""True Crime"",""Comedy"",""Humor""]","[""Comedy"",""Romantic Comedy"",""Music"",""Black Cinema"",""Crime"",""Romance"",""Drama"",""Courtroom Dramas"",""Thriller"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Disney"",""Action & Adventure"",""Documentary"",""Western""]","[""Comedy"",""Interviews"",""News"",""Crime"",""Relationship"",""Love"",""Music"",""Pop Culture"",""Society & Culture"",""Science & Technology""]",2023-10-17T18:31:51,app_user
0709,null,25,"TV/Movies, Books",,65 or older,11,1,FALSE,FALSE,"[""Comedy"",""Thriller"",""Shocking Twists"",""Romance""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Romance"",""Drama"",""Period Dramas""]","[""Comedy"",""History"",""Interviews""]",2021-05-17T21:34:55,app_user
0710,10,25,TV/Movies,Prefer not to say,55-64,792,7,TRUE,FALSE,"[""Cookbooks""]","[""Comedy"",""Crime"",""Family Friendly"",""Tearjerkers"",""Science Fiction"",""Documentary"",""Reality""]","[""TV & Movies"",""Celebrities""]",undefined,app_user
0711,8,25,"TV/Movies, Books",Female,65 or older,57,1,FALSE,FALSE,"[""Romance"",""Fantasy"",""Romantic Comedies"",""Thriller"",""Historical Fiction"",""Mystery"",""Science Fiction"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Romance"",""Superheroes"",""Action & Adventure""]","[""Relationship"",""Music"",""History"",""Fiction"",""Family Friendly""]",undefined,app_user
0712,7,25,"TV/Movies, Books",Female,55-64,46,2,TRUE,FALSE,"[""Historical Fiction"",""Science Fiction"",""Classics"",""Horror"",""Paranormal"",""Cooking"",""Self Help"",""Motivation"",""Fantasy"",""Magic"",""Young Adult"",""Romance"",""Holiday Cookbooks""]","[""Horror"",""Supernatural"",""Comedy"",""Thriller"",""Psychological Thrillers"",""Science Fiction"",""Outer Space"",""Documentary"",""Slasher""]","[""True Crime"",""History""]",undefined,app_user
0713,6,25,"TV/Movies, Books",Female,55-64,97,0,FALSE,FALSE,undefined,undefined,undefined,2020-02-22T16:29:49,app_user
0714,9,25,TV/Movies,Female,65 or older,null,null,null,null,null,null,null,null,newsletter
0715,9,25,"TV/Movies, Podcasts",Male,25-34,undefined,2,TRUE,TRUE,"[""Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Young Adult"",""Coming of Age"",""Comedy"",""Comedian"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Science Fiction"",""Dystopian Fiction"",""Outer Space"",""Historical Fiction"",""Time Travel"",""True Crime"",""Horror"",""Paranormal"",""Slasher"",""Classics"",""Mystery"",""Sports""]","[""Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Fantasy"",""Magic"",""Family Friendly"",""Horror"",""Science Fiction"",""Disney"",""Slasher"",""Thriller"",""Mind Bending"",""Epic Fantasy"",""Sitcoms"",""Outer Space"",""Time Travel"",""Alien"",""Robots"",""Dystopian"",""Zombie"",""Black Cinema"",""Documentary"",""Survival"",""Sports"",""Docuseries"",""Action & Adventure"",""Superheroes"",""Suspense"",""Marvel"",""Comic Book Adaptations"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Supernatural"",""Adventure"",""Post Apocalyptic"",""Golf"",""Boxing"",""Basketball"",""Martial Arts"",""Football"",""Biopic"",""Whodunit"",""Stoner Comedy"",""Drama"",""Period Dramas""]","[""TV & Movies"",""History"",""Interviews"",""Sports"",""Football"",""Science & Technology"",""Science"",""Technology"",""Crime"",""Unsolved Crime"",""True Crime"",""Comedy"",""Comedian""]",undefined,app_user
0716,7,25,TV/Movies,Female,18-24,29,3,TRUE,FALSE,"[""True Crime"",""Horror"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Mystery""]","[""Reality"",""Drama""]",undefined,2020-12-20T11:33:29,app_user
0717,7,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Crime"",""Fantasy"",""Superheroes"",""Thriller"",""Science Fiction"",""Action & Adventure"",""Music"",""Reality"",""Documentary"",""Whodunit"",""Political"",""Biopic"",""Comedy"",""British Dramas"",""Courtroom Dramas"",""Dark Crime"",""True Crime"",""Heists"",""Epic Fantasy"",""Mind Bending"",""Comic Book Adaptations"",""Marvel"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Outer Space"",""Time Travel"",""Robots"",""Dystopian"",""Alien"",""Action"",""Adventure"",""Docuseries"",""British Comedy"",""Spoofs and Mockumentaries"",""Dark Comedy"",""Workplace Comedy""]",undefined,undefined,app_user
0718,9,25,Books,Female,25-34,14,0,FALSE,FALSE,"[""Fantasy"",""Epic Fantasy"",""Science Fiction"",""Tearjerkers"",""Business"",""Leadership"",""Dark Fantasy"",""Self Help"",""Motivation"",""Psychology""]","[""Comedy"",""Anime"",""Science Fiction"",""Fantasy"",""Epic Fantasy"",""Romantic Comedy"",""Time Travel"",""Alien"",""Dystopian"",""Documentary"",""Docuseries""]",undefined,2022-04-17T14:56:26,app_user
0719,7,25,Books,Female,25-34,8,1,FALSE,FALSE,"[""Fantasy"",""Magic"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Coming of Age"",""Comedy"",""Science Fiction"",""Classics"",""LGBTQ+"",""Cooking"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Teen"",""Fantasy"",""Superheroes"",""Teen Romance"",""Drama"",""Marvel"",""LGBTQ+""]",undefined,2021-11-26T16:50:06,app_user
0720,5,25,Books,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0721,7,25,Books,Female,45-54,31,0,FALSE,TRUE,"[""Science Fiction"",""Time Travel"",""Dystopian Fiction"",""Historical Fiction"",""True Crime"",""Fantasy"",""Young Adult"",""Thriller"",""Mystery"",""Shocking Twists""]","[""Science Fiction"",""Zombie"",""Dystopian"",""Time Travel"",""Reality"",""Reality Dating"",""Competition"",""Survival"",""Post Apocalyptic"",""Fantasy"",""Mind Bending"",""Magic""]","[""Crime"",""Unsolved Crime"",""Business"",""True Crime""]",2021-12-10T22:10:23,app_user
0722,5,25,"TV/Movies, Books, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0723,null,25,Books,,Under 18,1376,0,TRUE,FALSE,"[""Fantasy"",""Young Adult"",""Dark Fantasy"",""Epic Fantasy"",""LGBTQ+""]",undefined,undefined,2021-03-09T17:41:53,app_user
0724,8,25,"TV/Movies, Books, Podcasts",Female,45-54,893,0,TRUE,TRUE,"[""Romance"",""Romantic Comedies"",""Comedy"",""Humor"",""Historical Fiction"",""World War 2"",""Memoirs"",""Science Fiction"",""Time Travel"",""Classics""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Dark Comedy"",""Drama"",""Romance"",""Period Dramas"",""British Dramas"",""Fantasy"",""Superheroes"",""Marvel"",""Science Fiction"",""Time Travel"",""Documentary"",""Survival"",""Reality"",""Competition"",""Food"",""Action & Adventure"",""Reality Dating"",""Action"",""Adventure""]","[""History"",""Science & Technology"",""Science"",""Interviews"",""Fiction"",""Comedy"",""Comedian"",""Relationship"",""Love"",""Dating""]",undefined,app_user
0725,10,25,"TV/Movies, Books, Podcasts",Male,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0726,7,25,"TV/Movies, Books",Male,55-64,19,0,FALSE,FALSE,"[""Horror"",""Fantasy"",""Science Fiction""]","[""Horror"",""Thriller"",""Comedy"",""Fantasy"",""Psychological Thrillers"",""Action & Adventure""]",undefined,2024-04-25T10:44:43,app_user
0727,5,25,"TV/Movies, Books",Female,35-44,26,0,FALSE,FALSE,"[""Comedy"",""Romance"",""Young Adult"",""Self Help"",""Fantasy"",""Historical Fiction"",""Tearjerkers""]","[""Comedy"",""Romance"",""Family Friendly"",""Music"",""Thriller"",""Tearjerkers"",""Fantasy"",""Superheroes""]","[""True Crime""]",undefined,app_user
0728,7,25,"TV/Movies, Books, Podcasts",Female,35-44,null,null,null,null,null,null,null,null,newsletter
0729,null,25,Books,,65 or older,undefined,undefined,FALSE,FALSE,"[""Historical Fiction"",""Classics"",""Poetry""]",undefined,undefined,undefined,app_user
0730,7,25,"TV/Movies, Books",Female,35-44,167,0,FALSE,FALSE,undefined,undefined,undefined,2020-04-05T19:33:17,app_user
0731,9,25,TV/Movies,Male,55-64,301,8,FALSE,FALSE,undefined,undefined,undefined,2020-03-24T17:57:03,app_user
0732,5,25,"TV/Movies, Books",Female,18-24,null,null,null,null,null,null,null,null,newsletter
0733,null,25,Books,,65 or older,undefined,undefined,FALSE,FALSE,"[""Romance"",""Historical Fiction"",""Classics""]",undefined,undefined,undefined,app_user
0734,10,25,"TV/Movies, Books",Female,18-24,469,42,TRUE,TRUE,"[""Fantasy"",""Young Adult"",""Comedy"",""Coming of Age"",""Teen Romance"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Horror"",""Slasher"",""Mystery""]","[""Comedy"",""Adult Cartoon"",""Teen"",""Thriller"",""Suspense"",""Horror"",""Slasher"",""Anime"",""Reality"",""Reality Dating"",""Competition"",""Home Improvement"",""Food"",""Family Friendly"",""Disney"",""Sitcoms"",""Psychological Thrillers"",""Shocking Twists"",""Fantasy"",""High School"",""Drama"",""Tearjerkers""]",undefined,2022-11-13T11:57:54,app_user
0735,5,25,Books,Female,65 or older,null,null,null,null,null,null,null,null,newsletter
0736,8,25,TV/Movies,Female,35-44,167,1,FALSE,FALSE,"[""Comedy"",""Comedian"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Horror"",""Slasher"",""Paranormal"",""True Crime"",""Whodunit""]",undefined,undefined,undefined,app_user
0737,0,25,"TV/Movies, Books, Podcasts",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0738,8,25,"TV/Movies, Books",Female,35-44,8,0,FALSE,FALSE,"[""Fantasy"",""Young Adult"",""Classics"",""Romance"",""Urban Fantasy""]",undefined,"[""Relationship"",""Dating"",""Pop Culture"",""History"",""Fiction"",""Society & Culture""]",2022-11-13T03:14:12,app_user
0739,10,25,Books,Female,18-24,35,0,FALSE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Epic Fantasy"",""Romance"",""Young Adult"",""LGBTQ+""]",undefined,undefined,2023-02-23T08:42:24,app_user
0740,6,25,"TV/Movies, Books",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Music"",""Thriller"",""Tearjerkers"",""Science Fiction"",""Superheroes"",""Whodunit"",""Drama"",""Action & Adventure"",""Black Cinema""]",undefined,undefined,app_user
0741,9,25,"TV/Movies, Books, Podcasts",Female,18-24,7,0,FALSE,FALSE,"[""Fantasy"",""Romance"",""Young Adult"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Spy Thrillers"",""Mystery"",""Classics"",""Historical Fiction"",""True Crime"",""Whodunit"",""Teen Romance"",""Romantic Comedies"",""Coming of Age"",""Comedy"",""Horror""]","[""Romance"",""Teen Romance"",""Romantic Comedy"",""Drama"",""Period Dramas"",""Crime"",""True Crime"",""Dark Crime"",""Heists"",""Vigilante"",""Teen"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Horror"",""Anime"",""Black Cinema"",""Documentary"",""Docuseries"",""Whodunit"",""British Dramas"",""Comedy""]","[""Crime"",""True Crime"",""Unsolved Crime"",""History""]",undefined,app_user
