email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
0613,5,25,TV/Movies,Male,18-24,22,0,FALSE,FALSE,undefined,"[""Adult Cartoon"",""Comedy"",""Spoofs and Mockumentaries"",""Drama"",""Crime"",""Period Dramas"",""Anime"",""Action & Adventure"",""Music"",""Documentary"",""Docuseries"",""Sports"",""Biopic"",""Reality"",""Adventure"",""Action""]",undefined,undefined,app_user
0614,3,25,Books,Female,25-34,454,8,FALSE,FALSE,undefined,undefined,"[""Crime"",""True Crime"",""TV & Movies"",""Comedy""]",undefined,app_user
0615,8,25,Books,Female,55-64,2,0,FALSE,TRUE,undefined,"[""Comedy"",""Drama"",""Crime"",""Black Cinema"",""Music"",""Reality"",""Documentary"",""Biopic"",""Romantic Comedy"",""Workplace Comedy"",""Stoner Comedy"",""British Comedy"",""Dark Comedy"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Tearjerkers"",""True Crime"",""Competition"",""Home Improvement"",""Food"",""Docuseries""]",undefined,undefined,app_user
0616,5,25,Books,Female,45-54,11,0,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Comedy"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""True Crime"",""Tearjerkers"",""Self Help"",""Mental Health"",""Motivation"",""Psychology"",""Cooking"",""Cookbooks"",""Holiday Cookbooks"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Drama"",""Family Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""True Crime"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Family Friendly"",""Disney"",""Sitcoms"",""Action & Adventure"",""Action"",""Adventure"",""Music"",""Reality"",""Competition"",""Reality Dating"",""Home Improvement"",""Food"",""Documentary"",""Docuseries"",""Workplace Comedy"",""Period Dramas"",""Courtroom Dramas"",""Shocking Twists""]","[""Comedy"",""Crime"",""True Crime"",""Unsolved Crime"",""Music"",""Pop Culture"",""Society & Culture"",""Fiction""]",2021-11-13T08:08:04,app_user
0617,6,25,TV/Movies,Male,18-24,661,0,TRUE,TRUE,"[""Fantasy"",""Comedy"",""Humor""]","[""Horror"",""Thriller"",""Mystery"",""Teen"",""Fantasy"",""Mind Bending"",""Superheroes"",""Marvel"",""Comedy"",""Dark Comedy"",""Workplace Comedy"",""Family Friendly"",""Science Fiction"",""Action & Adventure"",""Adventure"",""Action"",""Reality""]","[""Comedy"",""TV & Movies""]",2021-06-24T18:50:00,app_user
0618,10,25,Books,Female,18-24,76,0,FALSE,TRUE,"[""Whodunit"",""Classics"",""Historical Fiction"",""Young Adult"",""Fantasy"",""Teen Romance"",""British Classics"",""World War 2""]","[""Comedy"",""Action & Adventure"",""Science Fiction"",""Thriller"",""Mystery"",""Whodunit"",""Romance"",""Action"",""Adventure"",""Time Travel"",""Teen Romance"",""Superheroes"",""Marvel"",""Workplace Comedy""]",undefined,2023-12-15T17:04:52,app_user
0619,8,25,TV/Movies,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Thriller"",""Sports"",""Action & Adventure"",""Dark Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Mystery"",""Psychological Thrillers"",""Spy Thrillers"",""Football"",""Adventure"",""Action"",""Suspense"",""Shocking Twists"",""Spoofs and Mockumentaries""]",undefined,undefined,app_user
0620,10,25,"TV/Movies, Books",Female,18-24,1204,0,TRUE,TRUE,"[""Thriller"",""Science Fiction"",""Whodunit"",""LGBTQ+"",""Memoirs"",""Comedy"",""Young Adult"",""Self Help"",""Mystery""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Dark Comedy"",""Drama"",""Family Dramas"",""Teen"",""Adult Cartoon"",""Thriller"",""Suspense"",""Reality"",""LGBTQ+"",""Political"",""Whodunit"",""Biopic"",""Mystery"",""Psychological Thrillers"",""Family Friendly"",""Sitcoms"",""Disney"",""Science Fiction"",""British Comedy""]",undefined,2022-03-13T18:59:15,app_user
0621,8,25,Books,Female,18-24,286,0,TRUE,FALSE,"[""Romance"",""Young Adult"",""Fantasy"",""Historical Fiction"",""Science Fiction"",""Classics"",""Poetry"",""Horror"",""Coming of Age"",""Children's Books""]","[""Romance"",""Science Fiction"",""Fantasy"",""Comedy"",""Family Friendly"",""Teen"",""Horror""]","[""TV & Movies"",""Science & Technology"",""News"",""Fiction"",""Family Friendly"",""Technology"",""Science"",""History""]",2021-07-07T19:20:20,app_user
0622,10,25,TV/Movies,Female,18-24,8383,628,TRUE,TRUE,"[""Young Adult"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""True Crime"",""Tearjerkers"",""Self Help"",""Mental Health"",""Psychology"",""Motivation""]","[""Drama"",""Family Dramas"",""Period Dramas"",""Tearjerkers"",""Crime"",""Vigilante"",""Thriller"",""Suspense"",""Shocking Twists"",""Horror"",""Anime"",""Documentary"",""Family Friendly""]","[""Crime"",""TV & Movies"",""True Crime"",""Unsolved Crime""]",undefined,app_user
0623,7,25,Books,Female,18-24,undefined,0,FALSE,TRUE,"[""Horror"",""Thriller"",""Whodunit"",""Paranormal"",""Slasher"",""True Crime"",""Mystery"",""Psychological Thrillers"",""Comedy"",""Romance""]","[""Horror"",""Thriller"",""Crime"",""Comedy"",""Romance"",""True Crime"",""Suspense"",""Psychological Thrillers"",""Mystery"",""Supernatural"",""Shocking Twists"",""Slasher"",""Anime"",""Whodunit""]",undefined,undefined,app_user
0624,3,25,"Books, Podcasts",Female,18-24,100,1,TRUE,TRUE,"[""Fantasy"",""Dark Fantasy"",""High Fantasy"",""Magic"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Whodunit"",""Historical Fiction"",""World War 2""]","[""Fantasy"",""Crime"",""Superheroes"",""Magic"",""Drama"",""Period Dramas"",""Courtroom Dramas"",""British Dramas""]","[""History"",""Crime"",""Unsolved Crime"",""Fiction""]",2021-08-23T16:58:42,app_user
0625,5,25,TV/Movies,Female,18-24,92,1,TRUE,TRUE,"[""Fantasy"",""Magic"",""Dark Fantasy"",""Young Adult"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Shocking Twists"",""True Crime"",""Whodunit"",""LGBTQ+"",""Spy Thrillers""]","[""Action & Adventure"",""LGBTQ+"",""Action"",""Thriller"",""Mystery"",""Psychological Thrillers"",""Superheroes"",""Marvel"",""Crime"",""Fantasy"",""Magic"",""Epic Fantasy"",""True Crime"",""Vigilante"",""Adventure""]","[""Crime"",""True Crime"",""Unsolved Crime""]",undefined,app_user
0626,10,25,Books,Female,18-24,undefined,4,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Comedy"",""Comedian"",""Humor"",""Science Fiction"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Mystery"",""Dystopian Fiction"",""Outer Space"",""Horror"",""Paranormal"",""True Crime"",""Tearjerkers"",""Self Help"",""Mental Health"",""Psychology"",""Whodunit""]",undefined,undefined,undefined,app_user
0627,10,25,"TV/Movies, Books",Female,65 or older,256,0,FALSE,FALSE,undefined,"[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Stoner Comedy"",""Dark Comedy"",""British Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""British Dramas"",""Family Dramas"",""Period Dramas"",""Fantasy"",""Epic Fantasy"",""Thriller"",""Mind Bending"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Horror"",""Spy Thrillers"",""Supernatural"",""Action & Adventure"",""Reality"",""Adventure"",""Reality Dating"",""Documentary"",""Survival"",""Docuseries"",""Dystopian"",""Post Apocalyptic"",""Western"",""Political"",""Outlaw Western"",""War"",""LGBTQ+"",""Biopic"",""Whodunit"",""Competition""]",undefined,2021-03-03T15:37:30,app_user
0628,5,25,TV/Movies,Female,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0629,7,25,Books,Female,18-24,111,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0630,3,25,Books,Female,18-24,335,2,TRUE,TRUE,"[""Fantasy"",""Romance"",""Comedy"",""Teen Romance"",""Romantic Comedies"",""Epic Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""High Fantasy"",""Magic"",""Young Adult"",""Humor"",""Science Fiction"",""Classics"",""Dystopian Fiction"",""Coming of Age"",""Tearjerkers"",""LGBTQ+"",""Whodunit""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Drama"",""Teen Romance"",""Dark Comedy"",""Period Dramas"",""Teen"",""Fantasy"",""High School"",""Tearjerkers"",""Mind Bending"",""Anime"",""Music"",""LGBTQ+""]",undefined,2022-03-03T03:32:03,app_user
0631,8,25,TV/Movies,Female,65 or older,13,0,TRUE,TRUE,undefined,"[""Romance"",""Comedy"",""Workplace Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romantic Comedy"",""Drama"",""Family Dramas"",""Tearjerkers"",""Courtroom Dramas"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Science Fiction"",""Outer Space"",""Time Travel"",""Dystopian"",""Alien"",""Action & Adventure"",""Action"",""Documentary"",""LGBTQ+"",""Whodunit"",""Political"",""Biopic""]",undefined,2021-08-12T19:18:21,app_user
0632,null,25,Books,,18-24,427,25,TRUE,TRUE,"[""Young Adult"",""Teen Romance""]","[""Teen Romance"",""Comedy"",""Romantic Comedy"",""Music""]","[""Comedy"",""Relationship""]",2021-04-14T13:05:42,app_user
0633,6,25,TV/Movies,Male,65 or older,120,0,FALSE,TRUE,undefined,"[""Drama"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Crime"",""Heists"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Science Fiction"",""Dystopian"",""Action & Adventure"",""Music"",""Documentary"",""War"",""Political"",""Biopic""]",undefined,undefined,app_user
0634,5,25,"TV/Movies, Books, Podcasts",Female,25-34,null,null,null,null,null,null,null,null,newsletter
0635,null,25,"TV/Movies, Books",,65 or older,null,null,null,null,null,null,null,null,newsletter
0636,8,25,"TV/Movies, Books",Female,25-34,23,1,FALSE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Dark Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Romance"",""Young Adult"",""Coming of Age"",""Comedy"",""Comedian"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""True Crime"",""Tearjerkers"",""Poetry"",""LGBTQ+"",""Whodunit"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""True Crime"",""Heists"",""Thriller"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Disney"",""Sitcoms"",""Science Fiction"",""Zombie"",""Dystopian"",""Black Cinema"",""Action & Adventure"",""Action"",""Adventure"",""Music"",""Documentary"",""Docuseries"",""LGBTQ+"",""Whodunit"",""Biopic""]",undefined,2023-04-08T15:47:55,app_user
0637,8,25,Books,Female,55-64,7,0,FALSE,FALSE,"[""Historical Fiction"",""Business"",""Self Help"",""Mental Health"",""Motivation"",""Psychology""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Thriller"",""Family Friendly"",""Sitcoms"",""Action & Adventure"",""Action"",""Adventure"",""Reality"",""Documentary""]",undefined,2021-04-24T16:01:14,app_user
0638,7,25,Books,Male,55-64,2,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0639,10,25,TV/Movies,Female,35-44,619,0,FALSE,FALSE,undefined,undefined,undefined,2019-09-29T17:27:44,app_user
0640,10,25,"TV/Movies, Books",Female,55-64,142,1,FALSE,FALSE,"[""Thriller"",""Romance"",""Comedy"",""Psychological Thrillers"",""Mystery""]",undefined,undefined,2019-07-20T08:48:26,app_user
0641,10,25,TV/Movies,Female,35-44,1235,12,TRUE,TRUE,"[""Fantasy"",""Horror""]","[""Comedy"",""Romance"",""Drama"",""Courtroom Dramas"",""British Dramas"",""Crime"",""Dark Crime"",""Heists"",""Vigilante"",""Fantasy"",""Epic Fantasy"",""Horror"",""Science Fiction"",""Zombie"",""Time Travel"",""Dystopian"",""Alien"",""Action & Adventure"",""Adventure"",""Action"",""Survival"",""Post Apocalyptic"",""LGBTQ+"",""War"",""Whodunit""]","[""Comedy"",""TV & Movies"",""Pop Culture"",""Interviews"",""News"",""Science & Technology"",""Celebrities"",""Society & Culture"",""Music""]",undefined,app_user
0642,6,25,TV/Movies,Female,25-34,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Thriller"",""Tearjerkers"",""Horror"",""Drama"",""Action & Adventure""]",undefined,undefined,app_user
0643,8,25,Books,Female,55-64,7,0,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Young Adult"",""Comedy"",""Humor"",""Self Help"",""Mental Health"",""Motivation"",""Psychology"",""Whodunit"",""Memoirs"",""Historical Fiction""]","[""Comedy"",""Romantic Comedy"",""Drama"",""Courtroom Dramas"",""Crime"",""Music"",""Sports"",""Whodunit""]","[""Comedy"",""Crime"",""True Crime"",""Relationship"",""Music"",""Health & Fitness"",""Fitness"",""Mental Health"",""Self Help"",""Meditation"",""Sports""]",undefined,app_user
0644,null,25,"TV/Movies, Books, Podcasts",,55-64,41,0,FALSE,FALSE,undefined,undefined,"[""Comedy"",""Comedian"",""Crime"",""True Crime"",""Unsolved Crime"",""TV & Movies"",""Music"",""History"",""Fiction"",""Pop Culture"",""Society & Culture"",""Celebrities"",""News"",""Politics"",""Interviews""]",2019-08-23T17:38:22,app_user
0645,8,25,TV/Movies,Male,55-64,93,20,TRUE,FALSE,"[""Memoirs"",""True Crime"",""Historical Fiction"",""World War 2""]","[""Comedy"",""Adult Cartoon"",""Workplace Comedy"",""Romantic Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""Crime"",""Period Dramas"",""Tearjerkers"",""Dark Crime"",""True Crime"",""Vigilante"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Horror"",""Mystery"",""Slasher"",""Action & Adventure"",""Adventure"",""Action"",""Documentary"",""Docuseries"",""Survival"",""War"",""Post Apocalyptic"",""Dystopian"",""Whodunit"",""Biopic"",""Sports""]","[""Business"",""Crime"",""True Crime"",""Unsolved Crime"",""History""]",undefined,app_user
0646,5,25,Books,Female,55-64,undefined,undefined,FALSE,FALSE,"[""Comedy"",""Cooking"",""Classics"",""Whodunit"",""Thriller"",""Memoirs"",""Tearjerkers""]",undefined,undefined,undefined,app_user
0647,8,25,TV/Movies,Male,65 or older,660,60,FALSE,FALSE,"[""Memoirs"",""Thriller"",""Cooking"",""Sports""]",undefined,undefined,2020-07-03T05:47:33,app_user
0648,6,25,"TV/Movies, Books",Male,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0649,10,25,"TV/Movies, Books, Podcasts",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0650,null,25,TV/Movies,,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0651,10,25,"TV/Movies, Books, Podcasts",Male,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0652,10,25,"TV/Movies, Books",Female,35-44,74,0,FALSE,TRUE,"[""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Mystery"",""Spy Thrillers"",""True Crime"",""Romance""]","[""Romance"",""Drama"",""Crime"",""Romantic Comedy"",""Heists"",""Music"",""Political"",""Whodunit""]",undefined,2021-10-18T03:57:11,app_user
0653,10,25,TV/Movies,Female,45-54,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Family Friendly"",""Music"",""Tearjerkers"",""Documentary"",""Biopic""]",undefined,undefined,app_user
0654,6,25,Books,Female,55-64,15,0,TRUE,TRUE,"[""Fantasy"",""High Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""Classics"",""Horror"",""Poetry"",""Young Adult"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Paranormal""]","[""Fantasy"",""Epic Fantasy"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Science Fiction"",""Horror"",""Thriller"",""Suspense"",""Shocking Twists"",""Spy Thrillers"",""Disney"",""Time Travel"",""Outer Space"",""Dystopian"",""Alien"",""Black Cinema"",""Anime"",""Action & Adventure"",""LGBTQ+"",""Adventure"",""Music"",""Post Apocalyptic"",""Supernatural"",""Magic"",""Mind Bending"",""Psychological Thrillers"",""Action""]","[""Comedy"",""Crime"",""Unsolved Crime"",""True Crime"",""TV & Movies"",""Music"",""Pop Culture"",""Society & Culture"",""Fiction"",""History"",""Interviews"",""News"",""Science & Technology"",""Science"",""Technology""]",undefined,app_user
0655,10,25,"TV/Movies, Books, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0656,2,25,Books,Female,25-34,10,0,FALSE,FALSE,"[""Thriller"",""Horror"",""Romance"",""Mystery"",""Historical Fiction"",""World War 2""]","[""Action & Adventure"",""Science Fiction"",""Family Friendly"",""Dystopian"",""Adventure"",""War"",""Romance"",""Comedy"",""Romantic Comedy"",""Thriller"",""Sitcoms"",""Disney"",""Time Travel""]",undefined,2023-02-26T19:47:10,app_user
0657,9,25,Books,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0658,9,25,TV/Movies,Male,65 or older,undefined,1,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0659,6,25,Books,Female,18-24,46,0,TRUE,TRUE,"[""Thriller"",""Psychological Thrillers"",""Romance"",""Mystery"",""Young Adult"",""Romantic Comedies"",""Memoirs"",""True Crime"",""Coming of Age"",""Shocking Twists"",""Whodunit""]","[""Drama"",""Romance"",""Thriller"",""Horror"",""Documentary"",""Docuseries"",""Family Friendly"",""Psychological Thrillers"",""Shocking Twists"",""Romantic Comedy"",""Crime"",""Disney"",""Black Cinema"",""Whodunit""]","[""Crime"",""Music"",""News""]",2021-08-09T18:20:50,app_user
0660,10,25,"TV/Movies, Books, Podcasts",Female,65 or older,138,0,FALSE,FALSE,undefined,"[""Comedy"",""Drama"",""Crime"",""Thriller"",""Documentary"",""Dark Comedy"",""Spoofs and Mockumentaries"",""British Dramas"",""Courtroom Dramas"",""Dark Crime"",""True Crime"",""Heists"",""Suspense"",""Shocking Twists"",""Mystery"",""Psychological Thrillers"",""Docuseries""]","[""Crime"",""True Crime""]",undefined,app_user
0661,7,25,TV/Movies,Female,45-54,1544,0,FALSE,FALSE,"[""Historical Fiction"",""Romance""]",undefined,undefined,2020-04-19T14:54:35,app_user
0662,7,25,"TV/Movies, Books, Podcasts",Male,25-34,175,0,TRUE,TRUE,"[""Poetry"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Horror"",""Paranormal"",""True Crime"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""Self Help"",""Mental Health"",""Motivation"",""Psychology"",""Tearjerkers"",""Slasher"",""Mystery""]","[""Horror"",""Thriller"",""Supernatural"",""Shocking Twists"",""Documentary"",""Science Fiction"",""Time Travel"",""Dystopian"",""Slasher"",""Psychological Thrillers"",""Mystery"",""Comedy"",""Dark Comedy"",""Romantic Comedy"",""Romance"",""Drama"",""Tearjerkers"",""Suspense"",""Alien""]","[""Crime"",""TV & Movies"",""History"",""Relationship"",""Love"",""Music""]",2022-01-16T06:55:06,app_user
0663,5,25,TV/Movies,Male,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0664,10,25,"TV/Movies, Books",Female,55-64,76,1,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Comedy"",""Humor"",""Thriller"",""Comedian"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Historical Fiction"",""Cooking"",""Memoirs""]",undefined,"[""Comedy"",""Comedian"",""Crime"",""True Crime"",""TV & Movies"",""Music"",""Pop Culture"",""Society & Culture"",""Celebrities"",""Fiction"",""Health & Fitness"",""Health"",""Fitness"",""Interviews"",""News"",""Relationship"",""Unsolved Crime""]",2020-07-19T20:00:07,app_user
0665,null,25,"TV/Movies, Books, Podcasts",,35-44,1195,2,TRUE,TRUE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Humor"",""Science Fiction"",""Dystopian Fiction"",""Historical Fiction"",""True Crime"",""Tearjerkers"",""Comedy"",""Romance""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""True Crime"",""Vigilante"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Dystopian"",""Music"",""Reality"",""Whodunit""]","[""Comedy"",""Crime"",""True Crime"",""TV & Movies"",""Relationship"",""Love"",""Music"",""Pop Culture"",""Society & Culture"",""Celebrities"",""Fiction"",""Health & Fitness"",""Mental Health"",""Fitness"",""Self Help"",""Meditation"",""Interviews"",""Parenting""]",2022-01-15T16:36:28,app_user
0666,8,25,TV/Movies,Prefer not to say,18-24,null,null,null,null,null,null,null,null,newsletter
0667,5,25,TV/Movies,Male,18-24,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0668,9,25,"TV/Movies, Books",Female,55-64,881,13,TRUE,TRUE,"[""Classics"",""Whodunit""]","[""Drama"",""British Dramas"",""Period Dramas"",""Comedy"",""Romantic Comedy"",""Dark Comedy"",""British Comedy"",""Romance"",""Superheroes"",""Marvel"",""Action & Adventure"",""Action"",""Documentary"",""Docuseries"",""Whodunit""]","[""TV & Movies"",""News"",""Politics""]",undefined,app_user
0669,6,25,"TV/Movies, Books",Female,55-64,139,0,FALSE,TRUE,"[""Romance"",""Romantic Comedies"",""Teen Romance"",""Thriller"",""Young Adult"",""Psychological Thrillers"",""Historical Fiction"",""Self Help"",""Memoirs""]","[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Romance"",""Drama"",""Period Dramas"",""Thriller"",""Psychological Thrillers""]","[""Pop Culture"",""TV & Movies"",""Society & Culture"",""Celebrities"",""Health & Fitness"",""Mental Health"",""Self Help"",""Interviews""]",2021-05-01T20:40:42,app_user
0670,null,25,"TV/Movies, Books, Podcasts",,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Comedy"",""Superheroes"",""Thriller"",""Science Fiction"",""Action & Adventure"",""British Comedy"",""Adult Cartoon"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Workplace Comedy"",""British Dramas"",""Courtroom Dramas"",""Comic Book Adaptations"",""Marvel"",""Suspense"",""Shocking Twists"",""Mystery""]",undefined,undefined,app_user
0671,null,25,TV/Movies,,65 or older,49,0,TRUE,TRUE,undefined,"[""Crime"",""Thriller"",""Science Fiction"",""Fantasy"",""War"",""Western"",""Survival"",""Action & Adventure"",""Action"",""Adventure"",""Outlaw Western"",""Comedy"",""Drama"",""Epic Fantasy"",""Outer Space"",""Zombie"",""Alien"",""Dystopian"",""Time Travel"",""Robots"",""Superheroes"",""Period Dramas"",""Family Dramas"",""Courtroom Dramas"",""Dark Crime"",""Heists"",""Whodunit"",""British Dramas"",""True Crime"",""Mind Bending""]",undefined,2023-07-25T03:29:11,app_user
0672,10,25,"TV/Movies, Books",Female,55-64,13,0,FALSE,FALSE,"[""Romance"",""Romantic Comedies"",""Young Adult"",""Comedy"",""Humor"",""Thriller"",""Psychological Thrillers"",""Historical Fiction"",""Classics"",""British Classics""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Tearjerkers"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Family Friendly"",""Disney"",""Anime"",""Action & Adventure"",""Action"",""Adventure"",""Music"",""Documentary"",""Reality"",""Competition"",""Food"",""Docuseries""]",undefined,2022-01-15T16:29:14,app_user
0673,null,25,TV/Movies,,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Crime""]",undefined,undefined,app_user
0674,7,25,"TV/Movies, Books, Podcasts",Female,45-54,93,3,FALSE,FALSE,undefined,undefined,undefined,2020-05-12T18:41:34,app_user
0675,6,25,"TV/Movies, Books, Podcasts",Female,35-44,11,0,FALSE,FALSE,undefined,"[""Comedy"",""Dark Comedy"",""British Comedy"",""Spoofs and Mockumentaries"",""Science Fiction"",""Crime"",""True Crime"",""Documentary""]",undefined,2020-05-11T08:59:26,app_user
0676,5,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0677,5,25,"TV/Movies, Books",Female,35-44,null,null,null,null,null,null,null,null,newsletter
0678,8,25,"TV/Movies, Books",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0679,7,25,TV/Movies,Female,35-44,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0680,null,25,TV/Movies,,65 or older,16,0,FALSE,FALSE,"[""Fantasy"",""Historical Fiction"",""Science Fiction"",""True Crime"",""Horror"",""Thriller"",""Tearjerkers"",""Urban Fantasy"",""Mystery"",""Psychological Thrillers"",""Shocking Twists"",""Spy Thrillers"",""World War 2"",""Classics""]","[""Drama"",""Comedy"",""Tearjerkers"",""Reality"",""Fantasy"",""Epic Fantasy"",""Mind Bending"",""Thriller"",""Suspense"",""Mystery"",""Spy Thrillers"",""Shocking Twists"",""Psychological Thrillers"",""Science Fiction"",""Reality Dating""]",undefined,2023-09-20T16:41:57,app_user
0681,9,25,"TV/Movies, Books",Female,18-24,null,null,null,null,null,null,null,null,newsletter
0682,6,25,"TV/Movies, Podcasts",Female,35-44,56,1,FALSE,FALSE,"[""Young Adult"",""Science Fiction"",""Dystopian Fiction"",""Horror"",""True Crime"",""Paranormal"",""Memoirs"",""Time Travel"",""Fantasy"",""Dark Fantasy"",""Magic""]","[""Drama"",""Comedy"",""Workplace Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Family Dramas"",""Courtroom Dramas"",""Teen"",""High School"",""Teen Romance"",""Crime"",""Horror"",""Fantasy"",""Family Friendly"",""Supernatural"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Alien"",""Disney"",""Robots"",""Zombie"",""Action & Adventure"",""Music"",""Documentary"",""Biopic"",""Outer Space"",""Sitcoms"",""True Crime"",""Dark Crime"",""Heists""]","[""Crime"",""True Crime"",""Unsolved Crime"",""Pop Culture"",""Science & Technology"",""Music"",""Society & Culture"",""TV & Movies"",""News""]",2021-10-23T21:49:26,app_user
